"","Date","Adj.Close","Volume","SMA_50","rsi","GSPC"
"2003-07-15","2003-07-15",1.9215,117030000,1.74462,61.6577812882735,1000.41998291016
"2003-07-16","2003-07-16",1.884,112512000,1.75234,60.1741252297505,994.090026855469
"2003-07-17","2003-07-17",1.816,152840000,1.75778,57.6091236239612,981.72998046875
"2003-07-18","2003-07-18",1.749,268058000,1.76206,55.2416519406992,993.320007324219
"2003-07-21","2003-07-21",1.7665,196514000,1.76694,55.7265770321661,978.799987792969
"2003-07-22","2003-07-22",1.7435,317936000,1.77085,54.928470625729,988.109985351562
"2003-07-23","2003-07-23",2.0055,643562000,1.77926,61.3608731775391,988.609985351562
"2003-07-24","2003-07-24",2.0655,476560000,1.78762,62.6078953106546,981.599975585938
"2003-07-25","2003-07-25",2.08,212952000,1.79662,62.9031333172039,998.679992675781
"2003-07-28","2003-07-28",2.104,149064000,1.80607,63.3913350972816,996.52001953125
"2003-07-29","2003-07-29",2.0695,156510000,1.81441,62.1908171158477,989.280029296875
"2003-07-30","2003-07-30",2.033,143326000,1.82351,60.9448075812233,987.489990234375
"2003-07-31","2003-07-31",2.082,179414000,1.83367,61.9880678777141,990.309997558594
"2003-08-01","2003-08-01",2.0015,176104000,1.84195,59.3311926455663,980.150024414062
"2003-08-04","2003-08-04",1.9825,141088000,1.8486,58.7249932520768,982.820007324219
"2003-08-05","2003-08-05",1.9335,136324000,1.85455,57.1873711165348,965.460021972656
"2003-08-06","2003-08-06",1.947,183852000,1.85864,57.5002131146868,967.080017089844
"2003-08-07","2003-08-07",1.9505,127910000,1.86279,57.5822120617865,974.119995117188
"2003-08-08","2003-08-08",1.9575,96218000,1.86639,57.7485789005225,977.590026855469
"2003-08-11","2003-08-11",1.9465,104782000,1.86943,57.38766035517,980.590026855469
"2003-08-12","2003-08-12",1.9925,122570000,1.87388,58.494565733177,990.349975585938
"2003-08-13","2003-08-13",2.0105,143090000,1.87886,58.9206421399477,984.030029296875
"2003-08-14","2003-08-14",2.015,97006000,1.88377,59.0279418673047,990.510009765625
"2003-08-15","2003-08-15",2.005,49730000,1.88835,58.6803941431975,990.669982910156
"2003-08-18","2003-08-18",2.151,223484000,1.89802,62.0125398755799,999.739990234375
"2003-08-19","2003-08-19",2.1785,209786000,1.90791,62.5923435944724,1002.34997558594
"2003-08-20","2003-08-20",2.188,134494000,1.9176,62.7925317009828,1000.29998779297
"2003-08-21","2003-08-21",2.285,231850000,1.92865,64.7575441871859,1003.27001953125
"2003-08-22","2003-08-22",2.261,209466000,1.93867,63.9054472677808,993.059997558594
"2003-08-25","2003-08-25",2.2925,142070000,1.95039,64.5305122000067,993.710021972656
"2003-08-26","2003-08-26",2.2965,130848000,1.96048,64.6099233252972,996.72998046875
"2003-08-27","2003-08-27",2.294,90788000,1.97052,64.5177987607874,996.789978027344
"2003-08-28","2003-08-28",2.297,139750000,1.98061,64.5796398972282,1002.84002685547
"2003-08-29","2003-08-29",2.316,123168000,1.99143,64.9741517205586,1008.01000976562
"2003-09-02","2003-09-02",2.3665,189188000,2.00372,66.0011759880989,1021.98999023438
"2003-09-03","2003-09-03",2.3095,213958000,2.01433,63.8450371845759,1026.27001953125
"2003-09-04","2003-09-04",2.3645,205100000,2.02622,64.9717327310199,1027.96997070312
"2003-09-05","2003-09-05",2.326,162058000,2.03735,63.5570003827821,1021.39001464844
"2003-09-08","2003-09-08",2.364,148164000,2.04791,64.3390599586411,1031.64001464844
"2003-09-09","2003-09-09",2.334,162016000,2.05829,63.2456913189442,1023.16998291016
"2003-09-10","2003-09-10",2.311,160058000,2.06819,62.415901493684,1010.91998291016
"2003-09-11","2003-09-11",2.2595,232262000,2.07613,60.599303757596,1016.41998291016
"2003-09-12","2003-09-12",2.284,135002000,2.08396,61.1482181988493,1018.63000488281
